CustomerID,Recency,Frequency,Monetary
13658.0,10,5,262089.2
13659.0,206,2,308842.16000000003
13662.0,86,3,140199.9
13663.0,179,1,26632.350000000002
13666.0,60,3,35841.06
13667.0,149,1,255394.62
13668.0,3,21,1183894.16
13669.0,51,2,14004.16
13670.0,75,1,70319.98
13672.0,301,2,10931.61
13673.0,19,2,169359.89
13675.0,151,2,66960.99
13678.0,152,1,46851.619999999995
13680.0,1,4,536185.01
13681.0,18,4,143215.76
13682.0,187,1,8076.55
13684.0,286,1,52464.119999999995
13685.0,3,7,86301.37
13686.0,183,1,19808.019999999997
13689.0,63,1,17268.29
13690.0,59,1,19887.06
13692.0,25,3,127215.43000000001
13694.0,4,50,1485191.67
13695.0,31,15,192677.37
13697.0,39,1,40682.59
13699.0,155,1,40914.0
13700.0,26,10,509166.29
13703.0,318,1,112.94999999999999
13704.0,5,9,308362.21
13705.0,8,3,60918.86
13706.0,303,1,63182.83
13707.0,267,2,105357.99
13708.0,271,1,99597.06
13709.0,4,13,840125.75
13710.0,32,1,29630.399999999998
13711.0,219,2,32391.77
13712.0,247,1,27602.84
13715.0,281,5,267473.66000000003
13716.0,269,1,60193.68
13717.0,32,6,274059.79
13718.0,246,2,42717.420000000006
13719.0,15,5,164200.62
13720.0,117,4,116501.06999999999
13721.0,36,1,68856.3
13722.0,132,3,207020.94
13723.0,217,1,10056.54
13725.0,50,8,252111.58
13726.0,39,2,128819.66
13727.0,29,2,49977.009999999995
13728.0,37,6,163568.09
13730.0,136,2,106281.28
13731.0,219,2,108711.59
13732.0,28,1,78771.63
13735.0,25,4,514980.83
13736.0,5,2,470089.89
13737.0,200,1,90127.68
13739.0,18,1,9664.279999999999
13740.0,241,1,54784.46
13741.0,72,3,81769.69
13742.0,17,12,855161.76
13743.0,3,7,98832.98
13744.0,95,2,171506.12
13745.0,162,1,63495.73
13747.0,374,1,1058.8899999999999
13748.0,96,5,67824.85
13750.0,54,5,53741.81
13751.0,288,1,10266.48
13752.0,124,6,178611.2
13753.0,288,1,89890.27
13754.0,152,2,25047.75
13755.0,4,9,874552.76
13756.0,2,14,393466.11
13758.0,12,7,330178.68
13759.0,33,2,82720.06
13760.0,54,2,136472.08
13761.0,50,2,148649.36
13762.0,219,1,17756.52
13763.0,63,1,38075.1
13764.0,71,3,553777.09
13767.0,2,37,948875.37
13769.0,2,10,336343.24
13771.0,64,4,319037.1
13772.0,34,3,514539.88
13774.0,82,1,69742.26
13777.0,1,33,496869.07
13778.0,103,1,26599.14
13780.0,7,2,128506.21
13781.0,251,1,34760.5
13782.0,13,6,311392.61
13784.0,10,11,67842.05
13786.0,367,1,10319.4
13787.0,76,2,68335.72
13790.0,4,1,106682.19
13791.0,128,2,34155.28
13792.0,66,2,29615.07
13798.0,1,57,902977.04
13799.0,117,2,105317.24
13800.0,310,1,79143.27
13801.0,67,1,53772.1
13802.0,139,3,146663.9
13803.0,255,1,27285.64
13804.0,31,7,372805.36
13805.0,52,2,32915.2
13806.0,64,1,26983.07
13807.0,367,1,17628.260000000002
13808.0,6,5,202817.91
13809.0,305,1,49685.33
13810.0,29,3,94891.06999999999
13811.0,184,3,25978.55
13812.0,42,3,89337.48
13813.0,40,4,176947.84
13814.0,92,2,165447.19
13815.0,22,4,444917.79
13816.0,24,2,66040.71
13817.0,29,2,57923.44
13819.0,302,3,73834.92
13821.0,145,2,156312.71
13822.0,6,2,242136.12
13823.0,19,2,104531.97
13824.0,33,5,124295.67
13826.0,176,1,40427.490000000005
13827.0,58,3,238833.1
13828.0,22,1,34533.35
13831.0,16,6,191040.64
13832.0,19,1,8192.01
13833.0,159,1,55715.17
13835.0,25,4,136949.27
13837.0,212,2,38753.73
13838.0,6,4,428648.25
13841.0,253,1,506.92
13842.0,59,9,542759.41
13844.0,11,1,63041.19
13845.0,65,1,41839.94
13846.0,25,3,120634.22
13848.0,92,3,13417.849999999999
13849.0,52,2,243185.77000000002
13850.0,129,1,239712.74
13851.0,96,3,218341.00999999998
13853.0,57,1,64883.06
13854.0,9,25,244531.19
13856.0,169,3,39190.49
13858.0,57,1,23196.45
13859.0,326,1,49400.04
13860.0,1,5,161878.34
13862.0,18,8,332461.96
13863.0,248,1,39976.8
13865.0,58,4,81547.81
13866.0,74,1,10527.880000000001
13867.0,31,3,139072.99
13868.0,7,2,90739.53
13869.0,123,4,718946.4
13870.0,2,8,294805.41
13871.0,23,13,814211.52
13873.0,120,3,56856.630000000005
13874.0,358,1,55584.08
13875.0,54,5,281421.46
13876.0,64,1,17837.239999999998
13877.0,86,1,14054.710000000001
13878.0,55,1,82748.63
13880.0,21,13,435644.04
13881.0,4,20,501393.65
13882.0,3,5,161140.87
13883.0,11,5,360540.81
13884.0,7,5,128319.31999999999
13885.0,189,2,63574.229999999996
13886.0,71,1,39543.89
13887.0,204,1,62596.5
13888.0,120,2,90626.95999999999
13889.0,93,1,38831.38
13890.0,1,10,251851.25
13892.0,27,4,53196.35
13893.0,298,1,43280.9
13894.0,24,3,68850.88
13895.0,28,4,304181.85
13897.0,50,1,41090.14
13898.0,326,1,45155.009999999995
13899.0,16,2,57759.43
13900.0,183,3,110742.95
13901.0,72,5,371783.82
13904.0,37,2,61555.75
13908.0,80,4,276407.56
13911.0,57,9,365822.07
13914.0,12,2,69448.94
13917.0,50,2,44052.69
13918.0,50,2,69213.93
13919.0,59,2,70345.7
13922.0,352,1,10779.100000000002
13923.0,54,1,36782.8
13924.0,2,6,315357.33999999997
13925.0,93,4,108681.82
13926.0,23,1,24980.62
13927.0,75,1,52464.01
13928.0,11,4,63786.41
13929.0,169,2,33279.36
13930.0,58,2,42805.64
13931.0,96,2,142502.88
13932.0,295,1,44071.04
13933.0,109,2,59252.62
13934.0,264,1,75031.52
13936.0,180,1,46358.79
13937.0,169,1,12191.849999999999
13938.0,35,1,20554.51
13939.0,23,3,106828.89
13940.0,17,4,115853.81
13941.0,22,5,143182.77
13946.0,79,3,20913.84
13947.0,65,1,12456.099999999999
13948.0,361,1,12115.97
13949.0,3,6,420987.36
13950.0,11,4,83663.23
13951.0,176,3,97570.59
13952.0,218,2,330483.43
13953.0,7,7,54060.47
13954.0,2,2,59824.08
13955.0,154,2,94362.56
13956.0,5,5,386037.66
13959.0,79,3,190554.5
13960.0,21,2,25854.46
13962.0,22,2,13621.09
13963.0,308,4,88535.48
13967.0,146,1,6532.799999999999
13969.0,7,18,1708550.47
13971.0,19,8,371037.11
13972.0,71,2,40777.78
13973.0,287,1,24702.37
13974.0,49,1,60929.79
13975.0,31,6,926963.03
13976.0,207,1,34299.26
13978.0,15,2,23014.68
13979.0,73,1,139483.79
13980.0,60,1,19791.64
13982.0,39,4,267507.33
13983.0,30,12,291615.14999999997
13984.0,27,5,42242.42
13985.0,4,15,924250.12
13986.0,17,1,39826.41
13988.0,20,6,621110.5599999999
13989.0,66,2,102905.06
13990.0,213,1,50683.61
13991.0,12,6,208339.66
13992.0,30,1,11003.04
13993.0,43,9,306586.16
13994.0,4,6,349495.48
13995.0,15,5,214257.36
13999.0,10,12,552579.4
14000.0,211,1,48088.26
14001.0,46,3,86227.0
14002.0,134,2,131130.65
14004.0,43,7,444061.79
14005.0,10,5,210616.75
14006.0,116,3,76937.41
14009.0,198,2,102324.32
14012.0,278,1,33799.09
14013.0,110,3,92825.87
14014.0,77,1,98297.88
14015.0,53,1,50753.53
14016.0,162,4,378043.46
14019.0,47,3,181023.78
14020.0,17,2,102882.72
14021.0,155,3,64406.479999999996
14022.0,225,1,82193.81
14023.0,7,2,91600.55
14024.0,122,2,46861.11
14027.0,61,1,6752.02
14029.0,63,2,24206.100000000002
14030.0,18,8,617890.59
14031.0,7,19,668950.68
14032.0,2,11,330837.57
14034.0,22,3,201058.68
14035.0,29,5,189520.38
14036.0,285,1,107606.39
14037.0,176,2,67506.09
14038.0,78,3,280767.47
14039.0,33,1,11503.94
14040.0,41,12,635046.71
14041.0,266,1,63202.74
14044.0,27,4,545411.52
14045.0,109,4,18645.0
14046.0,284,1,24255.61
14047.0,9,5,96595.79
14048.0,305,1,207854.09
14049.0,17,4,1239231.76
14050.0,32,2,160174.19
14051.0,1,23,584922.98
14052.0,20,1,116477.06
14053.0,124,2,14586.899999999998
14054.0,65,1,18140.61
14055.0,106,1,22905.469999999998
14056.0,1,23,2739203.17
14057.0,24,17,682937.0
14059.0,267,1,23870.17
14060.0,5,19,537027.98
14062.0,10,12,295193.93
14064.0,29,5,187628.21
14066.0,267,1,9401.41
14067.0,64,2,156129.91
14068.0,320,1,59982.04
14071.0,4,8,827919.48
14073.0,32,1,25862.05
14075.0,5,3,115184.67
14076.0,129,1,108333.08
14077.0,41,5,109762.72
14078.0,102,6,138524.63
14079.0,125,1,29376.48
14080.0,33,1,7824.0
14081.0,302,2,402728.33
14082.0,365,1,111317.79000000001
14083.0,4,9,485681.08
14085.0,2,18,1118886.48
14087.0,3,1,180314.24
14088.0,10,13,1539859.25
14089.0,57,1,66827.15
14090.0,325,1,3874.4999999999995
14092.0,8,14,567704.71
14093.0,12,1,300141.05
14096.0,4,17,12934968.49
14098.0,37,1,72079.75
14099.0,16,11,673454.92
14100.0,138,1,81339.84
14101.0,74,6,78223.49
14102.0,5,5,168533.85
14104.0,155,2,36874.35
14105.0,239,1,212625.14
14107.0,52,7,290666.88
14108.0,31,2,125709.11
14109.0,73,1,20523.530000000002
14110.0,4,12,408637.38
14111.0,14,4,19436.84
14112.0,23,7,393143.81
14113.0,4,4,116473.68
14114.0,274,2,46813.82
14116.0,20,5,182260.35
14117.0,144,1,16962.22
14121.0,4,4,340327.45
14124.0,84,1,8938.43
14125.0,11,3,414453.53
14126.0,8,3,37863.75
14127.0,123,3,95616.09
14128.0,61,2,112121.91
14129.0,2,5,148380.45
14130.0,319,1,169297.44
14132.0,2,11,532078.29
14133.0,130,3,72578.19
14135.0,2,15,336591.51
14138.0,2,2,125501.09
14139.0,46,1,79430.58
14140.0,4,2,183390.45
14141.0,3,4,85165.34
14142.0,373,1,62036.38
14143.0,134,1,21122.81
14145.0,47,4,29017.18
14146.0,9,5,559579.07
14147.0,78,2,15923.46
14148.0,234,1,2469.3
14149.0,221,1,85543.31
14150.0,36,2,56475.08
14152.0,75,2,133328.19
14154.0,239,2,130917.09
14155.0,266,1,7110.9
14156.0,10,55,3731131.72
14157.0,20,2,135723.7
14158.0,40,1,92141.5
14159.0,20,11,2988468.87
14161.0,216,3,281710.41
14162.0,174,2,74901.41
14163.0,87,4,153214.93
14164.0,71,2,80700.08
14165.0,276,1,69268.03
14167.0,39,4,153920.36
14171.0,98,1,179173.06
14173.0,11,4,65281.32
14174.0,33,1,65552.61
14175.0,60,3,360252.13
14176.0,297,4,95188.13
14177.0,86,4,112394.61
14178.0,9,7,779124.06
14179.0,41,2,420777.86
14180.0,11,25,626771.61
14184.0,67,1,54918.25
14185.0,331,1,8552.140000000001
14188.0,31,6,206909.82
14189.0,2,15,675665.62
14191.0,2,13,623876.37
14193.0,68,2,114580.39
14194.0,5,21,1452121.32
14195.0,202,2,18081.31
14196.0,107,1,23489.4
14198.0,18,4,98269.11
14199.0,218,1,5284.15
14201.0,60,7,77614.29000000001
14204.0,2,1,127652.46
14205.0,17,2,74517.81999999999
14206.0,239,1,36881.54
14208.0,95,1,29488.02
14209.0,11,6,198226.17
14210.0,106,6,317674.46
14211.0,53,9,266090.87
14212.0,90,1,20624.95
14214.0,31,5,157476.16
14215.0,12,6,239141.59
14216.0,3,4,173559.83000000002
14217.0,2,17,224123.34
14218.0,43,1,38115.58
14219.0,4,1,21651.489999999998
14220.0,247,2,61207.47
14221.0,42,9,505101.64
14222.0,177,1,111632.17
14223.0,92,3,124989.14
14224.0,110,4,267301.44
14226.0,29,5,163293.68
14227.0,26,10,449277.64
14229.0,52,3,106138.18
14231.0,184,3,134020.65
14232.0,43,5,287313.5
14233.0,49,4,129250.81
14234.0,22,4,410071.28
14235.0,75,5,197406.12
14236.0,81,2,39937.29
14237.0,373,1,13069.22
14238.0,326,1,24375.88
14239.0,43,11,269073.72
14240.0,30,2,117511.15
14241.0,184,1,31636.78
14242.0,235,2,36398.17
14243.0,9,10,349353.69
14245.0,220,2,248309.69
14246.0,111,3,161159.43
14247.0,278,1,52197.47
14248.0,318,1,30923.949999999997
14250.0,7,3,228801.75
14251.0,2,5,215398.65
14256.0,260,2,160982.4
14257.0,64,5,283165.1
14258.0,9,9,270443.96
14259.0,142,1,9023.91
14261.0,51,2,106929.53
14262.0,8,8,318200.56
14264.0,155,2,41809.409999999996
14265.0,109,2,62589.81
14267.0,163,3,140887.9
14270.0,332,1,74635.2
14271.0,226,1,29298.9
14272.0,74,2,87874.29
14273.0,51,4,59799.86
14276.0,99,3,146607.21
14277.0,15,3,535432.6
14280.0,197,1,25507.65
14282.0,3,15,391609.2
14284.0,31,2,85854.56
14285.0,21,4,64564.39
14286.0,24,3,706877.33
14287.0,8,3,38986.0
14288.0,213,1,54520.13
14289.0,9,6,130248.56
14290.0,11,5,258706.57
14291.0,2,11,645247.13
14292.0,8,9,271345.63
14293.0,3,4,132631.45
14295.0,40,1,11552.86
14297.0,18,4,156137.33
14298.0,8,44,4120292.05
14299.0,8,9,368016.38
14300.0,19,1,6314.530000000001
14301.0,117,1,29528.84
14304.0,223,1,48264.49
14305.0,71,3,279427.81
14306.0,51,2,72209.53
14307.0,89,6,470783.79
14309.0,8,9,286390.05
14311.0,243,1,46397.380000000005
14312.0,47,6,230545.81
14314.0,107,1,15682.89
14315.0,45,6,282827.88
14317.0,65,1,61217.69
14320.0,207,2,103369.67
14321.0,11,5,302020.55
14323.0,115,2,97813.4
14326.0,242,1,25183.02
14327.0,163,1,30952.36
14329.0,17,7,652708.55
14331.0,124,2,71468.86
14332.0,23,3,72997.27
14333.0,68,1,53107.74
14334.0,17,8,409133.4
14335.0,16,2,143261.9
14336.0,17,4,272773.6
14338.0,161,2,83518.3
14339.0,243,1,37133.4
14340.0,219,1,13983.24
14341.0,45,8,327345.8
14342.0,21,4,46805.32
14344.0,127,8,172677.9
14345.0,39,1,16208.0
14346.0,121,2,135430.45
14348.0,260,1,36352.47
14349.0,10,1,81795.84
14350.0,274,1,57383.63
14351.0,165,1,825.6
14352.0,157,4,107041.79
14353.0,215,1,14810.740000000002
14354.0,6,2,17504.57
14355.0,366,1,27122.170000000002
14356.0,80,2,82444.12
14357.0,43,1,107279.46
14359.0,19,3,133963.66999999998
14360.0,32,4,287300.46
14362.0,22,1,97407.04
14364.0,109,8,170940.35
14367.0,8,16,1293943.4
14368.0,320,1,24253.29
14371.0,295,1,5244.12
14373.0,358,1,13983.33
14375.0,185,1,245584.48
14377.0,191,2,30192.829999999998
14379.0,44,2,120312.32
14381.0,52,1,136355.86
14382.0,26,1,350020.88
14383.0,38,3,145238.71
14385.0,9,3,55333.16
14386.0,297,1,17381.07
14387.0,33,3,389242.6
14388.0,10,8,467287.75
14389.0,65,2,124473.64
14390.0,10,9,747813.89
14393.0,218,1,7480.67
14395.0,2,9,843966.02
14396.0,65,2,175717.88
14397.0,3,19,210400.81
14400.0,149,1,78501.98
14401.0,4,13,434785.23
14403.0,130,4,55399.96
14404.0,34,6,259334.3
14406.0,119,1,38999.59
14407.0,107,6,164335.98
14408.0,11,7,217114.47
14409.0,71,6,172868.96
14410.0,92,9,509946.56
14411.0,311,1,34929.31
14412.0,43,2,114718.81
14413.0,362,1,73205.54
14414.0,92,7,252488.48
14415.0,1,13,1514007.42
14416.0,22,2,28539.79
14418.0,4,3,284550.69
14419.0,11,6,455352.91000000003
14420.0,99,1,92576.38
14421.0,57,2,75936.75
14422.0,1,6,546480.46
14423.0,218,1,4909.990000000001
14424.0,18,1,99.18
14426.0,24,10,532473.06
14427.0,50,2,46498.48
14428.0,7,5,375848.53
14431.0,303,1,67704.45999999999
14432.0,10,6,942859.35
14434.0,22,6,31634.52
14436.0,99,1,15725.489999999998
14437.0,366,1,9246.96
14438.0,306,1,22552.98
14439.0,320,1,81150.16
14440.0,8,5,133166.34
14441.0,1,4,135868.66999999998
14442.0,205,2,177757.33
14443.0,54,4,248170.96
14446.0,1,4,779099.49
14447.0,19,5,178925.12
14448.0,9,2,44508.36
14449.0,19,4,702839.77
14450.0,181,3,106568.23
14451.0,60,2,284058.36
14452.0,11,2,168434.88
14453.0,190,1,51032.99
14456.0,5,9,2529902.2
14457.0,311,1,10607.48
14459.0,155,1,114738.86
14460.0,110,3,24818.3
14461.0,148,3,443219.55
14462.0,66,11,617765.0599999999
14463.0,98,3,9385.77
14465.0,247,3,346717.99
14466.0,29,7,176185.51
14467.0,18,4,253337.14
14470.0,12,2,114454.76
14472.0,104,8,703967.29
14473.0,74,2,30738.49
14474.0,46,1,63694.46
14475.0,72,3,109628.3
14476.0,257,1,40937.21
14477.0,20,4,22783.64
14479.0,254,2,33396.33
14480.0,11,1,44752.99
14481.0,165,2,97402.47
14482.0,18,6,390529.62
14483.0,282,1,12850.86
14484.0,50,1,47959.51
14485.0,39,1,124589.74
14487.0,27,6,372292.67
14488.0,68,1,146636.23
14489.0,207,1,67646.44
14491.0,175,2,41958.03
14493.0,7,5,327718.19
14494.0,26,1,20158.9
14495.0,51,2,11355.279999999999
14496.0,312,2,38017.65
14497.0,309,1,69588.46
14498.0,43,5,480514.87
14499.0,26,3,570743.93
14500.0,88,3,16246.74
14501.0,184,2,12153.2
14502.0,20,11,1625616.18
14503.0,3,6,427917.11
14504.0,47,4,315885.95
14505.0,17,8,1954174.31
14506.0,17,5,776958.44
14507.0,24,6,251464.78
14508.0,22,2,169728.11
14511.0,11,5,183382.03
14512.0,188,2,50216.67
14513.0,101,3,22195.38
14514.0,61,3,211171.62
14515.0,18,6,249262.4
14517.0,33,2,58634.92
14518.0,64,1,43149.04
14520.0,2,2,14651.98
14522.0,24,4,28587.100000000002
14523.0,108,1,21768.4
14524.0,32,9,552080.26
14525.0,20,9,697591.8099999999
14527.0,3,55,2547209.55
14528.0,37,1,46487.38
14529.0,60,3,612598.27
14530.0,26,6,556219.88
14532.0,236,4,170039.81
14533.0,25,7,157178.26
14534.0,3,18,1319889.4
14535.0,60,3,899101.59
14536.0,260,1,60395.61
14537.0,58,1,21796.87
14538.0,65,2,34112.98
14539.0,16,2,93867.16
14540.0,10,3,227952.29
14541.0,59,8,264339.43
14542.0,186,1,11442.43
14543.0,29,16,196431.8
14544.0,24,2,307526.35
14546.0,5,5,1034588.36
14547.0,4,8,933619.45
14548.0,151,2,3494.8999999999996
14549.0,311,1,136274.61000000002
14550.0,11,2,114798.78
14551.0,18,2,18158.82
14552.0,152,1,161951.91
14553.0,19,5,255472.24
14554.0,10,4,524945.39
14555.0,57,2,58351.22
14557.0,85,1,30651.57
14560.0,7,22,161243.31
14561.0,76,3,156038.41
14562.0,4,18,1125584.42
14565.0,96,4,274864.67
14566.0,111,1,5832.07
14567.0,57,2,86092.43
14569.0,1,1,21284.63
14570.0,281,2,87735.33
14572.0,3,7,635350.23
14573.0,180,9,582831.66
14576.0,372,1,6673.799999999999
14577.0,13,4,310587.39
14578.0,3,1,45530.93
14581.0,17,1,52430.69
14582.0,41,1,14568.42
14583.0,6,5,873781.1
14584.0,169,4,240174.04
14585.0,50,1,96239.04
14586.0,277,1,42886.31
14587.0,19,9,908894.6
14589.0,372,1,11777.56
14591.0,15,4,490669.28
14592.0,35,3,373854.39
14593.0,22,3,408122.12
14594.0,7,2,131405.72
14595.0,20,6,268368.09
14597.0,11,2,148522.13999999998
14598.0,44,1,129654.7
14600.0,306,1,43938.87
14601.0,11,1,21518.03
14603.0,275,1,4768.549999999999
14606.0,1,93,6935728.12
14607.0,16,14,232536.67
14608.0,4,4,50205.08
14609.0,72,4,3438.58
14616.0,243,3,6114.530000000001
14618.0,9,3,46874.66
14619.0,246,1,49807.32
14620.0,206,2,62800.73
14621.0,1,5,249256.28
14622.0,185,1,60283.62
14623.0,32,5,334611.09
14624.0,57,2,33733.68
14625.0,196,2,136933.63
14626.0,24,4,281627.14
14628.0,91,2,49151.11
14629.0,4,2,421531.9
14631.0,51,3,102429.48
14632.0,263,1,25179.27
14633.0,266,1,50921.47
14636.0,36,2,64477.68
14638.0,51,1,60538.51
14639.0,52,6,408988.36
14640.0,24,6,263386.89
14641.0,22,1,17037.87
14642.0,59,1,1790.83
14643.0,170,2,83282.63
14644.0,68,2,71895.95999999999
14645.0,157,2,52406.74
14646.0,2,74,5399357.57
14647.0,201,1,47976.13
14649.0,5,4,483894.11
14651.0,67,2,279177.9
14652.0,77,1,77347.8
14653.0,1,7,581664.21
14655.0,8,4,97721.33
14656.0,169,2,198693.38
14657.0,18,4,362299.86
14658.0,5,2,81958.26
14659.0,9,9,673621.6
14660.0,87,2,85323.97
14661.0,27,1,11735.220000000001
14662.0,29,4,488050.89
14664.0,20,2,251612.49
14665.0,61,5,228053.58000000002
14666.0,24,1,30056.83
14667.0,11,25,1400535.36
14669.0,242,3,419083.95
14670.0,280,2,325972.86
14672.0,235,2,155487.82
14673.0,3,5,176305.11000000002
14675.0,16,1,246135.78
14676.0,31,6,92705.98
14680.0,25,16,675961.55
14681.0,71,3,20654.71
14682.0,188,2,12141.86
14684.0,26,5,1123818.42
14687.0,107,1,28929.76
14688.0,8,21,901783.15
14689.0,209,1,40496.55
14690.0,44,2,95689.07
14691.0,31,5,185442.66
14692.0,137,4,164681.01
14693.0,265,1,24182.239999999998
14696.0,4,7,267706.05
14697.0,218,2,64342.65
14698.0,2,5,497925.2
14699.0,214,1,15288.89
14700.0,32,3,268868.11
14701.0,11,9,795802.27
14702.0,1,17,919246.45
14703.0,15,1,62146.909999999996
14704.0,11,9,1071542.66
14705.0,199,1,540.6
14708.0,3,3,68275.5
14709.0,15,13,518083.74
14710.0,14,4,402133.67
14711.0,10,11,800079.38
14712.0,29,3,69177.89
14713.0,9,11,903806.18
14714.0,24,1,44033.62
14715.0,25,4,191650.48
14716.0,43,2,163311.74
14719.0,2,5,603114.28
14720.0,6,3,82984.77
14722.0,147,1,64510.700000000004
14723.0,10,6,762259.32
14725.0,25,1,147628.58
14727.0,274,1,38496.64
14729.0,374,1,171449.72
14730.0,1,8,1343518.6300000001
14731.0,47,3,107492.66
14732.0,8,8,384333.77
14733.0,16,12,454021.31
14735.0,4,32,502027.09
14737.0,4,3,33408.71
14738.0,43,7,133529.87
14739.0,4,7,147918.53
14740.0,197,3,195532.72
14741.0,12,6,154107.6
14744.0,16,7,47726.24
14745.0,113,5,161411.11
14747.0,249,1,56061.17
14748.0,29,5,217154.76
14752.0,44,1,21362.730000000003
14753.0,87,1,62090.57
14754.0,45,2,90288.19
14755.0,10,11,609178.6799999999
14756.0,15,1,113712.8
14757.0,75,1,52246.15
14758.0,145,4,150426.24
14759.0,5,3,267770.02999999997
14760.0,297,1,7388.129999999999
14761.0,59,2,30871.72
14762.0,264,1,55899.36
14764.0,47,1,19201.48
14765.0,29,3,105546.49
14766.0,8,6,358804.0
14768.0,17,2,4850.04
14769.0,3,8,2730876.72
14770.0,232,2,143922.33000000002
14772.0,112,1,19997.85
14775.0,58,3,148897.19
14776.0,51,11,320017.1
14778.0,127,2,90974.48
14779.0,281,3,93965.99
14780.0,55,2,64842.05
14782.0,320,1,10768.86
14784.0,26,2,44682.54
14785.0,10,2,4373.01
14788.0,7,2,62677.51
14789.0,29,1,14965.27
14790.0,17,4,85297.67
14792.0,64,1,1371.5
14793.0,21,1,46770.01
14794.0,3,7,211701.94
14795.0,166,1,14302.58
14796.0,1,17,2822106.89
14798.0,53,3,38984.87
14799.0,51,1,28774.62
14800.0,48,12,990476.92
14801.0,61,1,181224.7
14803.0,162,3,155122.43
14804.0,9,1,23720.16
14805.0,15,4,131660.21
14806.0,75,1,22918.83
14808.0,40,8,660792.42
14810.0,41,11,630668.29
14813.0,370,2,73706.89
14815.0,37,2,141203.53
14816.0,197,1,6264.03
14817.0,200,2,174474.15
14818.0,74,3,127280.1
14819.0,64,2,41327.35
14820.0,21,4,79807.24
14821.0,367,1,2406.11
14823.0,180,3,183384.36
14824.0,10,4,84823.39
14825.0,4,12,315856.07
14828.0,197,3,65921.39
14829.0,29,4,121883.5
14830.0,53,1,104694.44
14834.0,18,6,199457.93
14836.0,10,3,19436.5
14837.0,90,4,268510.47
14840.0,268,1,6572.68
14841.0,53,6,411249.78
14842.0,44,4,333284.57
14844.0,64,4,306767.13
14847.0,149,1,26038.81
14849.0,22,25,965558.92
14850.0,312,1,61821.85
14851.0,23,2,66797.03
14852.0,58,6,357856.14
14853.0,24,2,24277.149999999998
14854.0,78,7,299638.31
14855.0,119,2,51924.18
14856.0,36,3,152426.26
14857.0,60,2,129503.01
14859.0,13,4,119537.73
14860.0,19,1,25806.25
14861.0,52,1,17156.02
14862.0,26,2,115738.13
14863.0,29,1,26759.35
14865.0,7,2,8979.18
14866.0,11,12,243649.87
14867.0,186,3,68813.1
14868.0,3,8,361401.42
14869.0,9,2,160342.78
14870.0,262,1,31884.47
14871.0,3,4,230506.05
14873.0,210,1,62731.5
14875.0,108,2,137007.38
14878.0,13,9,307151.98
14880.0,77,3,116321.2
14881.0,20,1,47280.87
14882.0,27,2,22019.36
14883.0,19,6,108025.98
14885.0,132,1,52333.18
14886.0,253,1,27329.16
14887.0,79,1,12531.49
14888.0,207,1,64560.06
14889.0,336,1,21451.03
14890.0,254,1,14484.59
14891.0,148,2,88357.88
14893.0,10,2,184959.0
14894.0,85,1,43289.1
14895.0,8,20,1272906.09
14896.0,205,2,107197.14
14897.0,8,4,141626.49
14898.0,23,6,316852.52
14901.0,11,9,239517.74
14902.0,26,1,40205.59
14903.0,21,5,913981.74
14904.0,2,2,181788.6
14905.0,158,2,45145.86
14907.0,3,7,412727.14
14908.0,74,1,15160.939999999999
14910.0,3,4,76869.11
14911.0,1,201,14789751.06
14912.0,17,2,81082.98999999999
14913.0,36,4,210556.63
14915.0,91,2,22577.17
14916.0,71,4,190472.69
14918.0,116,2,121922.92
14920.0,213,2,132280.72
14921.0,30,2,213475.28
14923.0,51,1,128404.27
14924.0,246,1,26288.31
14929.0,32,1,29862.44
14930.0,109,3,285432.77
14931.0,5,5,112521.85
14932.0,366,1,37160.84
14934.0,82,2,191061.49
14935.0,297,1,39815.82
14936.0,34,8,876481.35
14937.0,57,3,69431.8
14944.0,30,12,461344.47
14946.0,14,1,6348.8
14947.0,72,2,25333.350000000002
14948.0,23,6,163062.51
14950.0,19,1,43120.11
14951.0,79,1,52991.88
14952.0,60,11,347401.07
14953.0,25,1,132180.82
14954.0,12,1,221909.59
14957.0,253,1,38159.6
14958.0,147,3,105494.6
14959.0,64,4,177664.56
14960.0,8,2,80510.72
14961.0,11,9,782989.57
14962.0,271,1,10655.17
14963.0,10,5,472352.43
14964.0,247,1,28418.93
14965.0,96,2,199305.54
14966.0,15,1,82295.17
14967.0,50,1,20320.66
14968.0,30,1,91388.59
14970.0,68,4,83448.20999999999
14971.0,35,3,432271.8
14972.0,128,1,43358.8
14973.0,107,3,77545.79000000001
14974.0,37,1,49716.75
14975.0,57,1,20546.940000000002
14976.0,57,7,173960.72
14978.0,72,5,586423.63
14981.0,246,1,22937.03
14984.0,19,2,92778.41
14985.0,198,2,225385.67
14987.0,16,2,14480.890000000001
14988.0,212,1,77797.77
14995.0,39,2,166354.4
14997.0,46,3,68139.44
14998.0,170,2,191378.69
15000.0,48,1,208192.11000000002
15002.0,116,4,317965.85
15004.0,147,1,394684.78
15005.0,16,28,2888950.52
15006.0,51,1,355771.43
15007.0,159,1,24953.83
15009.0,12,3,454734.96
15010.0,36,1,53921.56
15012.0,54,2,348807.33999999997
15014.0,43,2,105823.52
15016.0,173,1,43228.3
15017.0,34,1,40128.64
15018.0,39,3,69139.55
15019.0,267,1,157805.13
15021.0,9,9,1209055.91
15022.0,12,4,342053.97
